Market,Vertical,concat,count_days,days_tweeted,total_vits,total_tweeting_vits,total_tweets,percent_days_tweeted,tweets_per_day,tweets_per_vit,tweets_per_day_per_vit,total_rts,rts_per_tweet,total_replies,replies_per_tweet,total_tweets_w_pics,pics_per_vit,pics_per_day,pics_per_vit_per_day,total_tweets_w_gifs,gifs_per_vit,gifs_per_day,gifs_per_vit_per_day,total_tweets_w_video,video_per_vit,video_per_day,video_per_vit_per_day
PR,Music,PR|Music,41.00,41.00,31.00,25.00,2581.00,100%,62.95,103.24,2.52,"1,963",0.76,256,0.1,"1,026",41.04,25.02,1,17,0.68,0.41,0.02,126,5.04,3.07,0.12
PT,Music,PT|Music,41.00,41.00,8.00,7.00,162.00,100%,3.95,23.14,0.56,61,0.38,68,0.42,156,22.29,3.8,0.54,6,0.86,0.15,0.02,8,1.14,0.2,0.03
PY,Music,PY|Music,41.00,41.00,7.00,7.00,234.00,100%,5.71,33.43,0.82,884,3.78,143,0.61,427,61,10.41,1.49,29,4.14,0.71,0.1,49,7,1.2,0.17
QA,Music,QA|Music,41.00,32.00,2.00,2.00,73.00,78%,2.28,36.5,1.14,276,3.78,30,0.41,132,66,4.13,2.06,0,0,0,0,42,21,1.31,0.66
RO,Music,RO|Music,41.00,41.00,11.00,9.00,670.00,100%,16.34,74.44,1.82,8,0.01,2,0,23,2.56,0.56,0.06,0,0,0,0,3,0.33,0.07,0.01
RS,Music,RS|Music,41.00,41.00,10.00,7.00,594.00,100%,14.49,84.86,2.07,140,0.24,183,0.31,211,30.14,5.15,0.74,1,0.14,0.02,0,16,2.29,0.39,0.06
RU,Music,RU|Music,41.00,41.00,145.00,126.00,6241.00,100%,152.22,49.53,1.21,"2,467",0.4,"1,743",0.28,"3,121",24.77,76.12,0.6,49,0.39,1.2,0.01,271,2.15,6.61,0.05
SA,Music,SA|Music,41.00,41.00,15.00,14.00,574.00,100%,14,41,1,616,1.07,381,0.66,534,38.14,13.02,0.93,1,0.07,0.02,0,119,8.5,2.9,0.21
SE,Music,SE|Music,41.00,41.00,136.00,97.00,2383.00,100%,58.12,24.57,0.6,"1,861",0.78,"1,075",0.45,"1,362",14.04,33.22,0.34,52,0.54,1.27,0.01,230,2.37,5.61,0.06
SG,Music,SG|Music,41.00,41.00,8.00,6.00,379.00,100%,9.24,63.17,1.54,721,1.9,123,0.32,395,65.83,9.63,1.61,29,4.83,0.71,0.12,33,5.5,0.8,0.13
SV,Music,SV|Music,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SY,Music,SY|Music,41.00,12.00,2.00,2.00,20.00,29%,1.67,10,0.83,88,4.4,15,0.75,59,29.5,4.92,2.46,1,0.5,0.08,0.04,10,5,0.83,0.42
SZ,Music,SZ|Music,41.00,39.00,1.00,1.00,567.00,95%,14.54,567,14.54,16,0.03,0,0,58,58,1.49,1.49,0,0,0,0,0,0,0,0
TC,Music,TC|Music,41.00,14.00,1.00,1.00,21.00,34%,1.5,21,1.5,33,1.57,51,2.43,15,15,1.07,1.07,0,0,0,0,2,2,0.14,0.14
TG,Music,TG|Music,41.00,10.00,1.00,1.00,18.00,24%,1.8,18,1.8,18,1,0,0,27,27,2.7,2.7,0,0,0,0,5,5,0.5,0.5
TH,Music,TH|Music,41.00,4.00,3.00,2.00,6.00,10%,1.5,3,0.75,1,0.17,0,0,2,1,0.5,0.25,0,0,0,0,0,0,0,0
TR,Music,TR|Music,41.00,41.00,119.00,115.00,5237.00,100%,127.73,45.54,1.11,"4,885",0.93,"2,003",0.38,"3,398",29.55,82.88,0.72,45,0.39,1.1,0.01,391,3.4,9.54,0.08
TT,Music,TT|Music,41.00,41.00,2.00,2.00,369.00,100%,9,184.5,4.5,51,0.14,5,0.01,97,48.5,2.37,1.18,2,1,0.05,0.02,6,3,0.15,0.07
TV,Music,TV|Music,41.00,41.00,6.00,5.00,439.00,100%,10.71,87.8,2.14,216,0.49,48,0.11,355,71,8.66,1.73,18,3.6,0.44,0.09,24,4.8,0.59,0.12
TW,Music,TW|Music,41.00,25.00,9.00,5.00,57.00,61%,2.28,11.4,0.46,2,0.04,31,0.54,28,5.6,1.12,0.22,0,0,0,0,6,1.2,0.24,0.05
TZ,Music,TZ|Music,41.00,41.00,5.00,5.00,271.00,100%,6.61,54.2,1.32,"1,613",5.95,57,0.21,486,97.2,11.85,2.37,9,1.8,0.22,0.04,50,10,1.22,0.24
UA,Music,UA|Music,41.00,41.00,12.00,9.00,272.00,100%,6.63,30.22,0.74,49,0.18,165,0.61,62,6.89,1.51,0.17,0,0,0,0,5,0.56,0.12,0.01
UG,Music,UG|Music,41.00,41.00,3.00,3.00,260.00,100%,6.34,86.67,2.11,487,1.87,9,0.03,226,75.33,5.51,1.84,1,0.33,0.02,0.01,11,3.67,0.27,0.09
US,Music,US|Music,41.00,41.00,11509.00,9696.00,621442.00,100%,"15,157.12",64.09,1.56,"513,288",0.83,"269,516",0.43,"327,913",33.82,"7,997.88",0.82,"15,177",1.57,370.17,0.04,"36,413",3.76,888.12,0.09
UY,Music,UY|Music,41.00,41.00,7.00,6.00,1038.00,100%,25.32,173,4.22,587,0.57,35,0.03,662,110.33,16.15,2.69,7,1.17,0.17,0.03,100,16.67,2.44,0.41
UZ,Music,UZ|Music,41.00,40.00,3.00,3.00,121.00,98%,3.03,40.33,1.01,0,0,0,0,4,1.33,0.1,0.03,0,0,0,0,3,1,0.08,0.03
VC,Music,VC|Music,41.00,37.00,1.00,1.00,70.00,90%,1.89,70,1.89,1,0.01,0,0,5,5,0.14,0.14,0,0,0,0,0,0,0,0
VE,Music,VE|Music,41.00,41.00,26.00,24.00,2005.00,100%,48.9,83.54,2.04,"1,651",0.82,94,0.05,"1,086",45.25,26.49,1.1,57,2.38,1.39,0.06,114,4.75,2.78,0.12
VI,Music,VI|Music,41.00,25.00,1.00,1.00,49.00,61%,1.96,49,1.96,124,2.53,3,0.06,5,5,0.2,0.2,1,1,0.04,0.04,5,5,0.2,0.2
ZA,Music,ZA|Music,41.00,41.00,138.00,130.00,14059.00,100%,342.9,108.15,2.64,"34,584",2.46,"3,099",0.22,"11,447",88.05,279.2,2.15,215,1.65,5.24,0.04,892,6.86,21.76,0.17
ZM,Music,ZM|Music,41.00,41.00,13.00,13.00,1420.00,100%,34.63,109.23,2.66,"2,453",1.73,908,0.64,897,69,21.88,1.68,4,0.31,0.1,0.01,29,2.23,0.71,0.05
AD,News,AD|News,41.00,40.00,1.00,0.00,753.00,98%,18.83,0,0,88,0.12,23,0.03,220,0,5.5,0,0,0,0,0,11,0,0.28,0
AE,News,AE|News,41.00,41.00,251.00,225.00,113755.00,100%,"2,774.51",505.58,12.33,"15,492",0.14,"13,524",0.12,"75,305",334.69,"1,836.71",8.16,359,1.6,8.76,0.04,"3,207",14.25,78.22,0.35
AF,News,AF|News,41.00,41.00,4.00,4.00,228.00,100%,5.56,57,1.39,184,0.81,23,0.1,94,23.5,2.29,0.57,1,0.25,0.02,0.01,0,0,0,0
AP,News,AP|News,41.00,29.00,1.00,1.00,313.00,71%,10.79,313,10.79,134,0.43,1,0,295,295,10.17,10.17,0,0,0,0,0,0,0,0
AR,News,AR|News,41.00,41.00,173.00,161.00,86110.00,100%,"2,100.24",534.84,13.04,"15,253",0.18,"8,311",0.1,"69,022",428.71,"1,683.46",10.46,"2,135",13.26,52.07,0.32,"1,473",9.15,35.93,0.22
AS,News,AS|News,41.00,11.00,1.00,1.00,13.00,27%,1.18,13,1.18,126,9.69,5,0.38,76,76,6.91,6.91,3,3,0.27,0.27,1,1,0.09,0.09
AT,News,AT|News,41.00,41.00,36.00,32.00,8956.00,100%,218.44,279.88,6.83,"2,390",0.27,"3,619",0.4,"2,167",67.72,52.85,1.65,85,2.66,2.07,0.06,53,1.66,1.29,0.04
AU,News,AU|News,41.00,41.00,2945.00,2582.00,265295.00,100%,"6,470.61",102.75,2.51,"182,274",0.69,"83,212",0.31,"187,034",72.44,"4,561.80",1.77,"6,071",2.35,148.07,0.06,"7,614",2.95,185.71,0.07
AZ,News,AZ|News,41.00,40.00,1.00,0.00,330.00,98%,8.25,0,0,0,0,0,0,2,0,0.05,0,0,0,0,0,0,0,0,0
BD,News,BD|News,41.00,40.00,2.00,1.00,6222.00,98%,155.55,"6,222.00",155.55,0,0,0,0,"1,805","1,805.00",45.13,45.13,0,0,0,0,0,0,0,0
BE,News,BE|News,41.00,41.00,84.00,75.00,37056.00,100%,903.8,494.08,12.05,"5,243",0.14,"1,554",0.04,"20,667",275.56,504.07,6.72,278,3.71,6.78,0.09,538,7.17,13.12,0.17
BH,News,BH|News,41.00,41.00,7.00,6.00,18581.00,100%,453.2,"3,096.83",75.53,"1,127",0.06,27,0,294,49,7.17,1.2,0,0,0,0,58,9.67,1.41,0.24
BR,News,BR|News,41.00,41.00,508.00,467.00,221302.00,100%,"5,397.61",473.88,11.56,"34,026",0.15,"39,384",0.18,"120,968",259.03,"2,950.44",6.32,"2,091",4.48,51,0.11,"1,386",2.97,33.8,0.07
BY,News,BY|News,41.00,41.00,2.00,2.00,1453.00,100%,35.44,726.5,17.72,10,0.01,249,0.17,129,64.5,3.15,1.57,1,0.5,0.02,0.01,7,3.5,0.17,0.09
BZ,News,BZ|News,41.00,35.00,1.00,1.00,179.00,85%,5.11,179,5.11,"1,590",8.88,74,0.41,101,101,2.89,2.89,0,0,0,0,2,2,0.06,0.06
CA,News,CA|News,41.00,41.00,2443.00,2194.00,363517.00,100%,"8,866.27",165.69,4.04,"171,485",0.47,"81,652",0.22,"245,772",112.02,"5,994.44",2.73,"4,672",2.13,113.95,0.05,"6,680",3.04,162.93,0.07
CC,News,CC|News,41.00,40.00,1.00,0.00,8350.00,98%,208.75,0,0,89,0.01,8,0,41,0,1.03,0,0,0,0,0,18,0,0.45,0
CH,News,CH|News,41.00,41.00,86.00,80.00,20311.00,100%,495.39,253.89,6.19,"8,463",0.42,"5,217",0.26,"11,510",143.88,280.73,3.51,284,3.55,6.93,0.09,422,5.28,10.29,0.13
CI,News,CI|News,41.00,41.00,4.00,4.00,3418.00,100%,83.37,854.5,20.84,758,0.22,950,0.28,"1,539",384.75,37.54,9.38,8,2,0.2,0.05,25,6.25,0.61,0.15
CL,News,CL|News,41.00,41.00,11.00,9.00,19182.00,100%,467.85,"2,131.33",51.98,"3,164",0.16,461,0.02,"19,395","2,155.00",473.05,52.56,287,31.89,7,0.78,115,12.78,2.8,0.31
CN,News,CN|News,41.00,41.00,14.00,12.00,12266.00,100%,299.17,"1,022.17",24.93,811,0.07,203,0.02,"11,668",972.33,284.59,23.72,65,5.42,1.59,0.13,286,23.83,6.98,0.58
CO,News,CO|News,41.00,41.00,49.00,46.00,52236.00,100%,"1,274.05","1,135.57",27.7,"8,016",0.15,"1,282",0.02,"40,974",890.74,999.37,21.73,551,11.98,13.44,0.29,450,9.78,10.98,0.24
CR,News,CR|News,41.00,40.00,1.00,0.00,2477.00,98%,61.93,0,0,700,0.28,9,0,"2,977",0,74.43,0,45,0,1.13,0,58,0,1.45,0
CU,News,CU|News,41.00,18.00,1.00,1.00,38.00,44%,2.11,38,2.11,16,0.42,22,0.58,8,8,0.44,0.44,0,0,0,0,0,0,0,0
CZ,News,CZ|News,41.00,35.00,5.00,4.00,165.00,85%,4.71,41.25,1.18,58,0.35,68,0.41,59,14.75,1.69,0.42,0,0,0,0,2,0.5,0.06,0.01
DE,News,DE|News,41.00,41.00,857.00,751.00,196434.00,100%,"4,791.07",261.56,6.38,"52,220",0.27,"15,506",0.08,"79,773",106.22,"1,945.68",2.59,"2,335",3.11,56.95,0.08,"3,091",4.12,75.39,0.1
DK,News,DK|News,41.00,41.00,209.00,162.00,19895.00,100%,485.24,122.81,3,"3,824",0.19,"4,281",0.22,"11,477",70.85,279.93,1.73,130,0.8,3.17,0.02,108,0.67,2.63,0.02
DO,News,DO|News,41.00,41.00,11.00,11.00,24676.00,100%,601.85,"2,243.27",54.71,"1,509",0.06,56,0,"15,855","1,441.36",386.71,35.16,38,3.45,0.93,0.08,474,43.09,11.56,1.05
DZ,News,DZ|News,41.00,40.00,1.00,0.00,916.00,98%,22.9,0,0,1,0,0,0,1,0,0.03,0,0,0,0,0,0,0,0,0
EC,News,EC|News,41.00,41.00,9.00,9.00,15159.00,100%,369.73,"1,684.33",41.08,"2,546",0.17,105,0.01,"8,638",959.78,210.68,23.41,43,4.78,1.05,0.12,280,31.11,6.83,0.76
EG,News,EG|News,41.00,41.00,47.00,45.00,80139.00,100%,"1,954.61","1,780.87",43.44,"8,366",0.1,"3,210",0.04,"43,975",977.22,"1,072.56",23.83,352,7.82,8.59,0.19,"1,417",31.49,34.56,0.77
ES,News,ES|News,41.00,41.00,316.00,296.00,266432.00,100%,"6,498.34",900.11,21.95,"44,876",0.17,"26,862",0.1,"184,584",623.59,"4,502.05",15.21,"2,450",8.28,59.76,0.2,"1,968",6.65,48,0.16
EU,News,EU|News,41.00,40.00,2.00,2.00,285.00,98%,7.13,142.5,3.56,281,0.99,10,0.04,307,153.5,7.68,3.84,4,2,0.1,0.05,5,2.5,0.13,0.06
FI,News,FI|News,41.00,41.00,34.00,32.00,9250.00,100%,225.61,289.06,7.05,961,0.1,843,0.09,"1,284",40.13,31.32,0.98,12,0.38,0.29,0.01,97,3.03,2.37,0.07
FR,News,FR|News,41.00,41.00,1541.00,1443.00,341714.00,100%,"8,334.49",236.81,5.78,"131,696",0.39,"66,019",0.19,"278,544",193.03,"6,793.76",4.71,"27,188",18.84,663.12,0.46,"6,826",4.73,166.49,0.12
GB,News,GB|News,41.00,41.00,3463.00,3241.00,923830.00,100%,"22,532.44",285.04,6.95,"322,100",0.35,"209,373",0.23,"646,663",199.53,"15,772.27",4.87,"14,595",4.5,355.98,0.11,"14,098",4.35,343.85,0.11
GG,News,GG|News,41.00,40.00,1.00,0.00,444.00,98%,11.1,0,0,11,0.02,0,0,35,0,0.88,0,1,0,0.03,0,9,0,0.23,0
GH,News,GH|News,41.00,41.00,5.00,5.00,12996.00,100%,316.98,"2,599.20",63.4,"1,802",0.14,52,0,"8,565","1,713.00",208.9,41.78,9,1.8,0.22,0.04,211,42.2,5.15,1.03
GR,News,GR|News,41.00,41.00,3.00,2.00,3963.00,100%,96.66,"1,981.50",48.33,1,0,1,0,"1,912",956,46.63,23.32,1,0.5,0.02,0.01,0,0,0,0
GT,News,GT|News,41.00,25.00,1.00,1.00,223.00,61%,8.92,223,8.92,71,0.32,426,1.91,53,53,2.12,2.12,0,0,0,0,0,0,0,0
HK,News,HK|News,41.00,41.00,59.00,57.00,7348.00,100%,179.22,128.91,3.14,"3,916",0.53,"2,015",0.27,"5,462",95.82,133.22,2.34,80,1.4,1.95,0.03,135,2.37,3.29,0.06
HT,News,HT|News,41.00,6.00,1.00,1.00,13.00,15%,2.17,13,2.17,33,2.54,0,0,12,12,2,2,0,0,0,0,0,0,0,0
ID,News,ID|News,41.00,41.00,60.00,59.00,230720.00,100%,"5,627.32","3,910.51",95.38,"13,524",0.06,"1,238",0.01,"118,692","2,011.73","2,894.93",49.07,843,14.29,20.56,0.35,679,11.51,16.56,0.28
IE,News,IE|News,41.00,41.00,432.00,374.00,94386.00,100%,"2,302.10",252.37,6.16,"28,409",0.3,"20,748",0.22,"53,447",142.91,"1,303.59",3.49,"1,154",3.09,28.15,0.08,"1,195",3.2,29.15,0.08
IL,News,IL|News,41.00,41.00,19.00,18.00,18846.00,100%,459.66,"1,047.00",25.54,"2,542",0.13,918,0.05,"12,101",672.28,295.15,16.4,45,2.5,1.1,0.06,394,21.89,9.61,0.53
IN,News,IN|News,41.00,41.00,241.00,227.00,298756.00,100%,"7,286.73","1,316.11",32.1,"54,641",0.18,"16,939",0.06,"173,977",766.42,"4,243.34",18.69,"1,108",4.88,27.02,0.12,"3,033",13.36,73.98,0.33
IO,News,IO|News,41.00,30.00,1.00,1.00,79.00,73%,2.63,79,2.63,61,0.77,64,0.81,16,16,0.53,0.53,1,1,0.03,0.03,0,0,0,0
IQ,News,IQ|News,41.00,41.00,6.00,6.00,10448.00,100%,254.83,"1,741.33",42.47,251,0.02,33,0,"5,746",957.67,140.15,23.36,1,0.17,0.02,0,400,66.67,9.76,1.63
IR,News,IR|News,41.00,41.00,79.00,60.00,7752.00,100%,189.07,129.2,3.15,"4,552",0.59,"2,472",0.32,"7,402",123.37,180.54,3.01,19,0.32,0.46,0.01,129,2.15,3.15,0.05
IS,News,IS|News,41.00,41.00,33.00,30.00,4299.00,100%,104.85,143.3,3.5,"4,129",0.96,574,0.13,"3,811",127.03,92.95,3.1,129,4.3,3.15,0.1,189,6.3,4.61,0.15
IT,News,IT|News,41.00,41.00,149.00,141.00,67560.00,100%,"1,647.80",479.15,11.69,"22,322",0.33,"4,432",0.07,"35,477",251.61,865.29,6.14,451,3.2,11,0.08,501,3.55,12.22,0.09
JE,News,JE|News,41.00,40.00,1.00,0.00,417.00,98%,10.43,0,0,19,0.05,1,0,419,0,10.48,0,0,0,0,0,0,0,0,0
JM,News,JM|News,41.00,28.00,1.00,1.00,48.00,68%,1.71,48,1.71,4,0.08,15,0.31,29,29,1.04,1.04,2,2,0.07,0.07,0,0,0,0
JO,News,JO|News,41.00,41.00,7.00,6.00,7527.00,100%,183.59,"1,254.50",30.6,86,0.01,17,0,"6,896","1,149.33",168.2,28.03,0,0,0,0,36,6,0.88,0.15
JP,News,JP|News,41.00,41.00,593.00,542.00,260652.00,100%,"6,357.37",480.91,11.73,"53,758",0.21,"5,111",0.02,"113,995",210.32,"2,780.37",5.13,571,1.05,13.93,0.03,"1,181",2.18,28.8,0.05
KE,News,KE|News,41.00,41.00,57.00,52.00,32044.00,100%,781.56,616.23,15.03,"18,221",0.57,"1,627",0.05,"29,995",576.83,731.59,14.07,46,0.88,1.12,0.02,206,3.96,5.02,0.1
KG,News,KG|News,41.00,41.00,2.00,2.00,1971.00,100%,48.07,985.5,24.04,23,0.01,8,0,122,61,2.98,1.49,0,0,0,0,24,12,0.59,0.29
KR,News,KR|News,41.00,41.00,59.00,50.00,23883.00,100%,582.51,477.66,11.65,"2,570",0.11,595,0.02,"12,378",247.56,301.9,6.04,125,2.5,3.05,0.06,83,1.66,2.02,0.04
KW,News,KW|News,41.00,41.00,9.00,8.00,16815.00,100%,410.12,"2,101.88",51.27,395,0.02,215,0.01,"10,127","1,265.88",247,30.88,0,0,0,0,287,35.88,7,0.88
KZ,News,KZ|News,41.00,41.00,2.00,2.00,1421.00,100%,34.66,710.5,17.33,2,0,0,0,328,164,8,4,0,0,0,0,6,3,0.15,0.07
LB,News,LB|News,41.00,41.00,50.00,49.00,30653.00,100%,747.63,625.57,15.26,"3,055",0.1,"1,799",0.06,"15,379",313.86,375.1,7.66,12,0.24,0.29,0.01,195,3.98,4.76,0.1
LI,News,LI|News,41.00,40.00,1.00,0.00,504.00,98%,12.6,0,0,30,0.06,0,0,216,0,5.4,0,0,0,0,0,0,0,0,0
LT,News,LT|News,41.00,21.00,1.00,1.00,34.00,51%,1.62,34,1.62,2,0.06,1,0.03,0,0,0,0,1,1,0.05,0.05,0,0,0,0
LV,News,LV|News,41.00,40.00,1.00,0.00,1675.00,98%,41.88,0,0,69,0.04,41,0.02,264,0,6.6,0,17,0,0.43,0,4,0,0.1,0
MN,News,MN|News,41.00,40.00,1.00,0.00,254.00,98%,6.35,0,0,872,3.43,53,0.21,363,0,9.08,0,8,0,0.2,0,39,0,0.98,0
MU,News,MU|News,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MX,News,MX|News,41.00,41.00,184.00,176.00,254230.00,100%,"6,200.73","1,444.49",35.23,"25,658",0.1,"11,002",0.04,"155,671",884.49,"3,796.85",21.57,"7,569",43.01,184.61,1.05,"2,430",13.81,59.27,0.34
MY,News,MY|News,41.00,41.00,4.00,3.00,5630.00,100%,137.32,"1,876.67",45.77,776,0.14,3,0,"3,783","1,261.00",92.27,30.76,18,6,0.44,0.15,123,41,3,1
NA,News,NA|News,41.00,26.00,1.00,1.00,55.00,63%,2.12,55,2.12,65,1.18,21,0.38,24,24,0.92,0.92,0,0,0,0,0,0,0,0
NG,News,NG|News,41.00,41.00,51.00,48.00,105024.00,100%,"2,561.56","2,188.00",53.37,"14,528",0.14,"4,339",0.04,"49,170","1,024.38","1,199.27",24.98,194,4.04,4.73,0.1,403,8.4,9.83,0.2
NL,News,NL|News,41.00,41.00,178.00,165.00,55277.00,100%,"1,348.22",335.01,8.17,"9,336",0.17,"12,752",0.23,"20,548",124.53,501.17,3.04,300,1.82,7.32,0.04,866,5.25,21.12,0.13
NZ,News,NZ|News,41.00,41.00,53.00,50.00,7666.00,100%,186.98,153.32,3.74,"2,262",0.3,"3,403",0.44,"3,155",63.1,76.95,1.54,143,2.86,3.49,0.07,82,1.64,2,0.04
OM,News,OM|News,41.00,41.00,7.00,6.00,3545.00,100%,86.46,590.83,14.41,191,0.05,192,0.05,"3,407",567.83,83.1,13.85,0,0,0,0,22,3.67,0.54,0.09
PA,News,PA|News,41.00,40.00,9.00,8.00,56645.00,98%,"1,416.13","7,080.63",177.02,"9,222",0.16,638,0.01,"52,628","6,578.50","1,315.70",164.46,150,18.75,3.75,0.47,"1,308",163.5,32.7,4.09
PE,News,PE|News,41.00,41.00,3.00,3.00,2660.00,100%,64.88,886.67,21.63,494,0.19,8,0,"2,079",693,50.71,16.9,18,6,0.44,0.15,110,36.67,2.68,0.89
PH,News,PH|News,41.00,41.00,14.00,14.00,39459.00,100%,962.41,"2,818.50",68.74,"14,719",0.37,"52,322",1.33,"28,859","2,061.36",703.88,50.28,376,26.86,9.17,0.66,"1,346",96.14,32.83,2.34
PK,News,PK|News,41.00,41.00,7.00,7.00,676.00,100%,16.49,96.57,2.36,"1,034",1.53,142,0.21,421,60.14,10.27,1.47,11,1.57,0.27,0.04,109,15.57,2.66,0.38
PL,News,PL|News,41.00,25.00,2.00,2.00,41.00,61%,1.64,20.5,0.82,243,5.93,57,1.39,84,42,3.36,1.68,3,1.5,0.12,0.06,0,0,0,0
PS,News,PS|News,41.00,40.00,1.00,0.00,6177.00,98%,154.43,0,0,22,0,0,0,"4,864",0,121.6,0,0,0,0,0,60,0,1.5,0
PT,News,PT|News,41.00,41.00,6.00,5.00,9371.00,100%,228.56,"1,874.20",45.71,"2,581",0.28,"2,956",0.32,"4,315",863,105.24,21.05,22,4.4,0.54,0.11,34,6.8,0.83,0.17
PY,News,PY|News,41.00,41.00,5.00,5.00,3258.00,100%,79.46,651.6,15.89,429,0.13,67,0.02,"2,874",574.8,70.1,14.02,6,1.2,0.15,0.03,37,7.4,0.9,0.18
QA,News,QA|News,41.00,41.00,79.00,73.00,34196.00,100%,834.05,468.44,11.43,"11,186",0.33,"2,634",0.08,"27,935",382.67,681.34,9.33,71,0.97,1.73,0.02,873,11.96,21.29,0.29
RO,News,RO|News,41.00,41.00,2.00,2.00,1983.00,100%,48.37,991.5,24.18,2,0,0,0,111,55.5,2.71,1.35,0,0,0,0,0,0,0,0
RS,News,RS|News,41.00,41.00,3.00,3.00,4432.00,100%,108.1,"1,477.33",36.03,17,0,18,0,"2,280",760,55.61,18.54,1,0.33,0.02,0.01,2,0.67,0.05,0.02
RU,News,RU|News,41.00,41.00,227.00,194.00,193805.00,100%,"4,726.95",998.99,24.37,"25,649",0.13,"12,159",0.06,"113,904",587.13,"2,778.15",14.32,"4,030",20.77,98.29,0.51,"3,093",15.94,75.44,0.39
SA,News,SA|News,41.00,41.00,95.00,91.00,90344.00,100%,"2,203.51",992.79,24.21,"21,730",0.24,"6,324",0.07,"68,217",749.64,"1,663.83",18.28,122,1.34,2.98,0.03,"1,165",12.8,28.41,0.31
SE,News,SE|News,41.00,41.00,86.00,83.00,7837.00,100%,191.15,94.42,2.3,"4,336",0.55,"3,693",0.47,"6,437",77.55,157,1.89,50,0.6,1.22,0.01,116,1.4,2.83,0.03
SG,News,SG|News,41.00,41.00,22.00,21.00,14909.00,100%,363.63,709.95,17.32,"3,496",0.23,266,0.02,"12,525",596.43,305.49,14.55,43,2.05,1.05,0.05,275,13.1,6.71,0.32
SK,News,SK|News,41.00,31.00,1.00,1.00,331.00,76%,10.68,331,10.68,41,0.12,1,0,108,108,3.48,3.48,1,1,0.03,0.03,1,1,0.03,0.03
SN,News,SN|News,41.00,40.00,1.00,1.00,1488.00,98%,37.2,"1,488.00",37.2,54,0.04,0,0,415,415,10.38,10.38,0,0,0,0,0,0,0,0
SO,News,SO|News,41.00,34.00,2.00,2.00,78.00,83%,2.29,39,1.15,134,1.72,10,0.13,139,69.5,4.09,2.04,0,0,0,0,3,1.5,0.09,0.04
SV,News,SV|News,41.00,40.00,1.00,0.00,2298.00,98%,57.45,0,0,115,0.05,0,0,"1,483",0,37.08,0,30,0,0.75,0,41,0,1.03,0
SY,News,SY|News,41.00,40.00,2.00,2.00,691.00,98%,17.28,345.5,8.64,90,0.13,51,0.07,312,156,7.8,3.9,0,0,0,0,29,14.5,0.73,0.36
TH,News,TH|News,41.00,13.00,2.00,2.00,27.00,32%,2.08,13.5,1.04,6,0.22,10,0.37,19,9.5,1.46,0.73,0,0,0,0,0,0,0,0
TN,News,TN|News,41.00,41.00,3.00,3.00,1045.00,100%,25.49,348.33,8.5,211,0.2,38,0.04,101,33.67,2.46,0.82,2,0.67,0.05,0.02,3,1,0.07,0.02
TR,News,TR|News,41.00,41.00,205.00,195.00,210533.00,100%,"5,134.95","1,079.66",26.33,"37,422",0.18,"9,548",0.05,"196,369","1,007.02","4,789.49",24.56,"5,118",26.25,124.83,0.64,"2,124",10.89,51.8,0.27
TV,News,TV|News,41.00,41.00,7.00,6.00,3559.00,100%,86.8,593.17,14.47,"1,971",0.55,107,0.03,"3,036",506,74.05,12.34,135,22.5,3.29,0.55,88,14.67,2.15,0.36
TW,News,TW|News,41.00,40.00,1.00,0.00,1079.00,98%,26.98,0,0,0,0,0,0,"1,074",0,26.85,0,1,0,0.03,0,0,0,0,0
TZ,News,TZ|News,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,News,UA|News,41.00,41.00,13.00,10.00,4954.00,100%,120.83,495.4,12.08,996,0.2,757,0.15,"1,918",191.8,46.78,4.68,23,2.3,0.56,0.06,18,1.8,0.44,0.04
UG,News,UG|News,41.00,41.00,8.00,7.00,8366.00,100%,204.05,"1,195.14",29.15,"2,186",0.26,284,0.03,"5,253",750.43,128.12,18.3,7,1,0.17,0.02,30,4.29,0.73,0.1
UM,News,UM|News,41.00,38.00,1.00,1.00,431.00,93%,11.34,431,11.34,244,0.57,512,1.19,503,503,13.24,13.24,100,100,2.63,2.63,4,4,0.11,0.11
US,News,US|News,41.00,41.00,25796.00,23726.00,4010861.00,100%,"97,825.88",169.05,4.12,"2,082,081",0.52,"1,025,076",0.26,"2,678,610",112.9,"65,331.95",2.75,"95,528",4.03,"2,329.95",0.1,"100,088",4.22,"2,441.17",0.1
UY,News,UY|News,41.00,41.00,4.00,4.00,11602.00,100%,282.98,"2,900.50",70.74,"1,338",0.12,340,0.03,"12,029","3,007.25",293.39,73.35,143,35.75,3.49,0.87,32,8,0.78,0.2
VA,News,VA|News,41.00,22.00,1.00,1.00,67.00,54%,3.05,67,3.05,35,0.52,27,0.4,13,13,0.59,0.59,0,0,0,0,2,2,0.09,0.09
VE,News,VE|News,41.00,41.00,25.00,24.00,86964.00,100%,"2,121.07","3,623.50",88.38,"3,583",0.04,262,0,"66,887","2,786.96","1,631.39",67.97,513,21.38,12.51,0.52,230,9.58,5.61,0.23
