Market,Vertical,concat,count_days,days_tweeted,total_vits,total_tweeting_vits,total_tweets,percent_days_tweeted,tweets_per_day,tweets_per_vit,tweets_per_day_per_vit,total_rts,rts_per_tweet,total_replies,replies_per_tweet,total_tweets_w_pics,pics_per_vit,pics_per_day,pics_per_vit_per_day,total_tweets_w_gifs,gifs_per_vit,gifs_per_day,gifs_per_vit_per_day,total_tweets_w_video,video_per_vit,video_per_day,video_per_vit_per_day
AE,Books,AE|Books,41.00,40.00,4.00,3.00,12956.00,98%,323.9,"4,318.67",107.97,"3,205",0.25,785,0.06,"12,769","4,256.33",319.23,106.41,736,245.33,18.4,6.13,139,46.33,3.48,1.16
AR,Books,AR|Books,41.00,41.00,4.00,4.00,3611.00,100%,88.07,902.75,22.02,202,0.06,217,0.06,"3,302",825.5,80.54,20.13,8,2,0.2,0.05,54,13.5,1.32,0.33
AT,Books,AT|Books,41.00,32.00,1.00,1.00,70.00,78%,2.19,70,2.19,73,1.04,128,1.83,57,57,1.78,1.78,5,5,0.16,0.16,0,0,0,0
AU,Books,AU|Books,41.00,41.00,16.00,14.00,548.00,100%,13.37,39.14,0.95,916,1.67,328,0.6,658,47,16.05,1.15,16,1.14,0.39,0.03,20,1.43,0.49,0.03
BE,Books,BE|Books,41.00,40.00,1.00,0.00,1074.00,98%,26.85,39.14,0,7,0.01,15,0.01,"1,082",0,27.05,0,2,0,0.05,0,1,0,0.03,0
BR,Books,BR|Books,41.00,41.00,22.00,20.00,3750.00,100%,91.46,187.5,4.57,550,0.15,534,0.14,"2,640",132,64.39,3.22,22,1.1,0.54,0.03,13,0.65,0.32,0.02
CA,Books,CA|Books,41.00,41.00,25.00,25.00,4246.00,100%,103.56,169.84,4.14,"6,493",1.53,"4,794",1.13,"4,327",173.08,105.54,4.22,127,5.08,3.1,0.12,84,3.36,2.05,0.08
CC,Books,CC|Books,41.00,25.00,2.00,1.00,37.00,61%,1.48,37,1.48,1,0.03,8,0.22,37,37,1.48,1.48,0,0,0,0,0,0,0,0
CH,Books,CH|Books,41.00,23.00,2.00,2.00,53.00,56%,2.3,26.5,1.15,72,1.36,17,0.32,16,8,0.7,0.35,2,1,0.09,0.04,0,0,0,0
CL,Books,CL|Books,41.00,40.00,1.00,0.00,418.00,98%,10.45,0,0,148,0.35,47,0.11,520,0,13,0,17,0,0.43,0,0,0,0,0
CO,Books,CO|Books,41.00,40.00,3.00,2.00,11888.00,98%,297.2,"5,944.00",148.6,"2,948",0.25,76,0.01,"6,307","3,153.50",157.68,78.84,85,42.5,2.13,1.06,84,42,2.1,1.05
DE,Books,DE|Books,41.00,41.00,14.00,11.00,2403.00,100%,58.61,218.45,5.33,883,0.37,447,0.19,505,45.91,12.32,1.12,24,2.18,0.59,0.05,5,0.45,0.12,0.01
EG,Books,EG|Books,41.00,40.00,1.00,1.00,210.00,98%,5.25,210,5.25,179,0.85,140,0.67,91,91,2.28,2.28,0,0,0,0,0,0,0,0
ES,Books,ES|Books,41.00,41.00,20.00,18.00,4621.00,100%,112.71,256.72,6.26,"2,902",0.63,"2,281",0.49,"4,711",261.72,114.9,6.38,145,8.06,3.54,0.2,55,3.06,1.34,0.07
FI,Books,FI|Books,41.00,7.00,1.00,1.00,10.00,17%,1.43,10,1.43,19,1.9,1,0.1,9,9,1.29,1.29,0,0,0,0,0,0,0,0
FR,Books,FR|Books,41.00,41.00,77.00,73.00,11703.00,100%,285.44,160.32,3.91,"4,497",0.38,"1,602",0.14,"15,195",208.15,370.61,5.08,414,5.67,10.1,0.14,63,0.86,1.54,0.02
GB,Books,GB|Books,41.00,41.00,165.00,155.00,20724.00,100%,505.46,133.7,3.26,"18,862",0.91,"25,256",1.22,"19,389",125.09,472.9,3.05,664,4.28,16.2,0.1,590,3.81,14.39,0.09
ID,Books,ID|Books,41.00,40.00,2.00,1.00,1092.00,98%,27.3,"1,092.00",27.3,751,0.69,155,0.14,671,671,16.78,16.78,3,3,0.08,0.08,40,40,1,1
IE,Books,IE|Books,41.00,41.00,7.00,7.00,802.00,100%,19.56,114.57,2.79,692,0.86,888,1.11,446,63.71,10.88,1.55,7,1,0.17,0.02,12,1.71,0.29,0.04
IN,Books,IN|Books,41.00,41.00,20.00,20.00,2497.00,100%,60.9,124.85,3.05,"1,861",0.75,"1,118",0.45,"1,622",81.1,39.56,1.98,7,0.35,0.17,0.01,24,1.2,0.59,0.03
IT,Books,IT|Books,41.00,41.00,9.00,8.00,574.00,100%,14,71.75,1.75,482,0.84,52,0.09,488,61,11.9,1.49,3,0.38,0.07,0.01,12,1.5,0.29,0.04
JP,Books,JP|Books,41.00,41.00,18.00,13.00,5441.00,100%,132.71,418.54,10.21,"3,393",0.62,594,0.11,"4,204",323.38,102.54,7.89,5,0.38,0.12,0.01,21,1.62,0.51,0.04
KR,Books,KR|Books,41.00,40.00,3.00,3.00,392.00,98%,9.8,130.67,3.27,224,0.57,149,0.38,581,193.67,14.53,4.84,1,0.33,0.03,0.01,24,8,0.6,0.2
KW,Books,KW|Books,41.00,41.00,2.00,2.00,555.00,100%,13.54,277.5,6.77,813,1.46,"1,735",3.13,714,357,17.41,8.71,1,0.5,0.02,0.01,64,32,1.56,0.78
MX,Books,MX|Books,41.00,41.00,12.00,12.00,10794.00,100%,263.27,899.5,21.94,"2,375",0.22,"1,504",0.14,"5,424",452,132.29,11.02,221,18.42,5.39,0.45,66,5.5,1.61,0.13
NG,Books,NG|Books,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,Books,NL|Books,41.00,41.00,11.00,11.00,1456.00,100%,35.51,132.36,3.23,972,0.67,"4,783",3.29,"1,125",102.27,27.44,2.49,32,2.91,0.78,0.07,64,5.82,1.56,0.14
PA,Books,PA|Books,41.00,40.00,1.00,0.00,5441.00,98%,136.03,0,0,162,0.03,0,0,469,0,11.73,0,10,0,0.25,0,13,0,0.33,0
PH,Books,PH|Books,41.00,40.00,1.00,0.00,1537.00,98%,38.43,0,0,260,0.17,132,0.09,264,0,6.6,0,0,0,0,0,6,0,0.15,0
PK,Books,PK|Books,41.00,23.00,2.00,2.00,37.00,56%,1.61,18.5,0.8,75,2.03,5,0.14,16,8,0.7,0.35,0,0,0,0,0,0,0,0
PL,Books,PL|Books,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA,Books,QA|Books,41.00,9.00,1.00,1.00,10.00,22%,1.11,10,1.11,8,0.8,6,0.6,1,1,0.11,0.11,0,0,0,0,0,0,0,0
RU,Books,RU|Books,41.00,40.00,1.00,0.00,214.00,98%,5.35,0,0,400,1.87,"1,779",8.31,201,0,5.03,0,4,0,0.1,0,4,0,0.1,0
SA,Books,SA|Books,41.00,41.00,4.00,4.00,604.00,100%,14.73,151,3.68,278,0.46,350,0.58,572,143,13.95,3.49,0,0,0,0,38,9.5,0.93,0.23
SG,Books,SG|Books,41.00,40.00,1.00,0.00,153.00,98%,3.83,0,0,40,0.26,7,0.05,110,0,2.75,0,1,0,0.03,0,0,0,0,0
TR,Books,TR|Books,41.00,41.00,14.00,13.00,664.00,100%,16.2,51.08,1.25,821,1.24,176,0.27,"1,059",81.46,25.83,1.99,14,1.08,0.34,0.03,69,5.31,1.68,0.13
UG,Books,UG|Books,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Market,Vertical,concat,count_days,days_tweeted,total_vits,total_tweeting_vits,total_tweets,percent_days_tweeted,tweets_per_day,tweets_per_vit,tweets_per_day_per_vit,total_rts,rts_per_tweet,total_replies,replies_per_tweet,total_tweets_w_pics,pics_per_vit,pics_per_day,pics_per_vit_per_day,total_tweets_w_gifs,gifs_per_vit,gifs_per_day,gifs_per_vit_per_day,total_tweets_w_video,video_per_vit,video_per_day,video_per_vit_per_day
US,Books,US|Books,41.00,41.00,729.00,673.00,89180.00,100%,"2,175.12",132.51,3.23,"49,590",0.56,"76,275",0.86,"54,042",80.3,"1,318.10",1.96,"1,961",2.91,47.83,0.07,"1,071",1.59,26.12,0.04
UY,Books,UY|Books,41.00,36.00,1.00,1.00,85.00,88%,2.36,85,2.36,104,1.22,3,0.04,161,161,4.47,4.47,1,1,0.03,0.03,3,3,0.08,0.08
VE,Books,VE|Books,41.00,40.00,1.00,0.00,247.00,98%,6.18,0,0,275,1.11,0,0,152,0,3.8,0,2,0,0.05,0,7,0,0.18,0
ZA,Books,ZA|Books,41.00,33.00,3.00,3.00,88.00,80%,2.67,29.33,0.89,163,1.85,51,0.58,104,34.67,3.15,1.05,0,0,0,0,2,0.67,0.06,0.02
AR,Emerging Talent,AR|Emerging Talent,41.00,41.00,15.00,15.00,3465.00,100%,84.51,231,5.63,"1,435",0.41,"1,861",0.54,"1,354",90.27,33.02,2.2,59,3.93,1.44,0.1,127,8.47,3.1,0.21
AT,Emerging Talent,AT|Emerging Talent,41.00,41.00,5.00,5.00,404.00,100%,9.85,80.8,1.97,75,0.19,212,0.52,134,26.8,3.27,0.65,10,2,0.24,0.05,2,0.4,0.05,0.01
AU,Emerging Talent,AU|Emerging Talent,41.00,41.00,35.00,34.00,4764.00,100%,116.2,140.12,3.42,"2,096",0.44,"3,165",0.66,"2,767",81.38,67.49,1.98,163,4.79,3.98,0.12,176,5.18,4.29,0.13
BG,Emerging Talent,BG|Emerging Talent,41.00,41.00,2.00,2.00,377.00,100%,9.2,188.5,4.6,19,0.05,302,0.8,75,37.5,1.83,0.91,17,8.5,0.41,0.21,7,3.5,0.17,0.09
BH,Emerging Talent,BH|Emerging Talent,41.00,40.00,1.00,0.00,181.00,98%,4.53,0,0,56,0.31,53,0.29,71,0,1.78,0,5,0,0.13,0,5,0,0.13,0
BR,Emerging Talent,BR|Emerging Talent,41.00,41.00,162.00,162.00,53057.00,100%,"1,294.07",327.51,7.99,"14,510",0.27,"32,036",0.6,"13,971",86.24,340.76,2.1,"1,050",6.48,25.61,0.16,869,5.36,21.2,0.13
BY,Emerging Talent,BY|Emerging Talent,41.00,22.00,1.00,1.00,34.00,54%,1.55,34,1.55,19,0.56,8,0.24,44,44,2,2,0,0,0,0,4,4,0.18,0.18
CA,Emerging Talent,CA|Emerging Talent,41.00,41.00,29.00,29.00,4733.00,100%,115.44,163.21,3.98,"1,185",0.25,"4,634",0.98,"2,060",71.03,50.24,1.73,86,2.97,2.1,0.07,151,5.21,3.68,0.13
CH,Emerging Talent,CH|Emerging Talent,41.00,41.00,3.00,3.00,252.00,100%,6.15,84,2.05,15,0.06,55,0.22,56,18.67,1.37,0.46,3,1,0.07,0.02,1,0.33,0.02,0.01
CL,Emerging Talent,CL|Emerging Talent,41.00,41.00,3.00,3.00,389.00,100%,9.49,129.67,3.16,123,0.32,101,0.26,64,21.33,1.56,0.52,7,2.33,0.17,0.06,0,0,0,0
CO,Emerging Talent,CO|Emerging Talent,41.00,41.00,23.00,23.00,3631.00,100%,88.56,157.87,3.85,"1,682",0.46,696,0.19,"1,760",76.52,42.93,1.87,28,1.22,0.68,0.03,189,8.22,4.61,0.2
DE,Emerging Talent,DE|Emerging Talent,41.00,41.00,138.00,135.00,14760.00,100%,360,109.33,2.67,"4,460",0.3,"10,316",0.7,"5,220",38.67,127.32,0.94,524,3.88,12.78,0.09,374,2.77,9.12,0.07
DK,Emerging Talent,DK|Emerging Talent,41.00,27.00,1.00,1.00,100.00,66%,3.7,100,3.7,10,0.1,260,2.6,100,100,3.7,3.7,5,5,0.19,0.19,7,7,0.26,0.26
EG,Emerging Talent,EG|Emerging Talent,41.00,9.00,1.00,1.00,9.00,22%,1,9,1,1,0.11,48,5.33,2,2,0.22,0.22,0,0,0,0,0,0,0,0
ES,Emerging Talent,ES|Emerging Talent,41.00,41.00,145.00,145.00,36526.00,100%,890.88,251.9,6.14,"12,367",0.34,"49,095",1.34,"14,518",100.12,354.1,2.44,"1,594",10.99,38.88,0.27,"1,402",9.67,34.2,0.24
FI,Emerging Talent,FI|Emerging Talent,41.00,16.00,1.00,1.00,20.00,39%,1.25,20,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,Emerging Talent,FR|Emerging Talent,41.00,41.00,76.00,76.00,9186.00,100%,224.05,120.87,2.95,"6,499",0.71,"9,492",1.03,"4,698",61.82,114.59,1.51,497,6.54,12.12,0.16,486,6.39,11.85,0.16
GB,Emerging Talent,GB|Emerging Talent,41.00,41.00,122.00,121.00,24744.00,100%,603.51,204.5,4.99,"8,839",0.36,"24,571",0.99,"11,050",91.32,269.51,2.23,"1,033",8.54,25.2,0.21,849,7.02,20.71,0.17
ID,Emerging Talent,ID|Emerging Talent,41.00,14.00,1.00,1.00,19.00,34%,1.36,19,1.36,6,0.32,18,0.95,6,6,0.43,0.43,0,0,0,0,0,0,0,0
IE,Emerging Talent,IE|Emerging Talent,41.00,36.00,2.00,1.00,86.00,88%,2.39,86,2.39,26,0.3,39,0.45,31,31,0.86,0.86,0,0,0,0,2,2,0.06,0.06
IN,Emerging Talent,IN|Emerging Talent,41.00,41.00,29.00,28.00,2649.00,100%,64.61,94.61,2.31,"1,875",0.71,"2,257",0.85,"1,389",49.61,33.88,1.21,243,8.68,5.93,0.21,102,3.64,2.49,0.09
IT,Emerging Talent,IT|Emerging Talent,41.00,41.00,26.00,26.00,3605.00,100%,87.93,138.65,3.38,"1,219",0.34,339,0.09,"1,701",65.42,41.49,1.6,244,9.38,5.95,0.23,160,6.15,3.9,0.15
JP,Emerging Talent,JP|Emerging Talent,41.00,41.00,4.00,4.00,814.00,100%,19.85,203.5,4.96,233,0.29,248,0.3,403,100.75,9.83,2.46,1,0.25,0.02,0.01,52,13,1.27,0.32
KR,Emerging Talent,KR|Emerging Talent,41.00,40.00,10.00,8.00,219.00,98%,5.48,27.38,0.68,16,0.07,56,0.26,60,7.5,1.5,0.19,5,0.63,0.13,0.02,8,1,0.2,0.03
LB,Emerging Talent,LB|Emerging Talent,41.00,38.00,1.00,1.00,142.00,93%,3.74,142,3.74,71,0.5,127,0.89,80,80,2.11,2.11,12,12,0.32,0.32,28,28,0.74,0.74
MX,Emerging Talent,MX|Emerging Talent,41.00,41.00,72.00,72.00,14803.00,100%,361.05,205.6,5.01,"5,847",0.39,"4,276",0.29,"6,947",96.49,169.44,2.35,587,8.15,14.32,0.2,493,6.85,12.02,0.17
NL,Emerging Talent,NL|Emerging Talent,41.00,41.00,24.00,23.00,6680.00,100%,162.93,290.43,7.08,"2,515",0.38,"3,565",0.53,"2,179",94.74,53.15,2.31,149,6.48,3.63,0.16,249,10.83,6.07,0.26
NZ,Emerging Talent,NZ|Emerging Talent,41.00,41.00,2.00,2.00,409.00,100%,9.98,204.5,4.99,179,0.44,113,0.28,343,171.5,8.37,4.18,49,24.5,1.2,0.6,11,5.5,0.27,0.13
PE,Emerging Talent,PE|Emerging Talent,41.00,22.00,1.00,1.00,62.00,54%,2.82,62,2.82,106,1.71,41,0.66,70,70,3.18,3.18,1,1,0.05,0.05,3,3,0.14,0.14
PR,Emerging Talent,PR|Emerging Talent,41.00,37.00,1.00,1.00,183.00,90%,4.95,183,4.95,76,0.42,132,0.72,41,41,1.11,1.11,3,3,0.08,0.08,9,9,0.24,0.24
PT,Emerging Talent,PT|Emerging Talent,41.00,40.00,1.00,0.00,422.00,98%,10.55,0,0,1,0,39,0.09,6,0,0.15,0,0,0,0,0,0,0,0,0
RU,Emerging Talent,RU|Emerging Talent,41.00,41.00,25.00,25.00,2404.00,100%,58.63,96.16,2.35,472,0.2,984,0.41,"1,111",44.44,27.1,1.08,35,1.4,0.85,0.03,46,1.84,1.12,0.04
SA,Emerging Talent,SA|Emerging Talent,41.00,40.00,2.00,2.00,205.00,98%,5.13,102.5,2.56,393,1.92,976,4.76,747,373.5,18.68,9.34,86,43,2.15,1.08,19,9.5,0.48,0.24
SE,Emerging Talent,SE|Emerging Talent,41.00,14.00,1.00,1.00,18.00,34%,1.29,18,1.29,8,0.44,3,0.17,12,12,0.86,0.86,0,0,0,0,3,3,0.21,0.21
SV,Emerging Talent,SV|Emerging Talent,41.00,27.00,1.00,1.00,38.00,66%,1.41,38,1.41,4,0.11,25,0.66,21,21,0.78,0.78,1,1,0.04,0.04,4,4,0.15,0.15
TH,Emerging Talent,TH|Emerging Talent,41.00,40.00,1.00,1.00,152.00,98%,3.8,152,3.8,26,0.17,53,0.35,98,98,2.45,2.45,1,1,0.03,0.03,8,8,0.2,0.2
TR,Emerging Talent,TR|Emerging Talent,41.00,6.00,2.00,1.00,6.00,15%,1,6,1,7,1.17,18,3,13,13,2.17,2.17,0,0,0,0,0,0,0,0
UA,Emerging Talent,UA|Emerging Talent,41.00,41.00,2.00,2.00,159.00,100%,3.88,79.5,1.94,13,0.08,108,0.68,89,44.5,2.17,1.09,0,0,0,0,2,1,0.05,0.02
US,Emerging Talent,US|Emerging Talent,41.00,41.00,660.00,653.00,99325.00,100%,"2,422.56",152.11,3.71,"42,623",0.43,"76,851",0.77,"43,637",66.83,"1,064.32",1.63,"4,662",7.14,113.71,0.17,"4,704",7.2,114.73,0.18
UY,Emerging Talent,UY|Emerging Talent,41.00,41.00,4.00,4.00,365.00,100%,8.9,91.25,2.23,339,0.93,27,0.07,286,71.5,6.98,1.74,7,1.75,0.17,0.04,20,5,0.49,0.12
VN,Emerging Talent,VN|Emerging Talent,41.00,12.00,1.00,1.00,13.00,29%,1.08,13,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZA,Emerging Talent,ZA|Emerging Talent,41.00,36.00,1.00,1.00,82.00,88%,2.28,82,2.28,22,0.27,53,0.65,72,72,2,2,1,1,0.03,0.03,3,3,0.08,0.08
AE,Fashion Industry,AE|Fashion Industry,41.00,41.00,8.00,8.00,578.00,100%,14.1,72.25,1.76,21,0.04,235,0.41,398,49.75,9.71,1.21,43,5.38,1.05,0.13,18,2.25,0.44,0.05
AR,Fashion Industry,AR|Fashion Industry,41.00,41.00,15.00,13.00,1412.00,100%,34.44,108.62,2.65,"2,165",1.53,655,0.46,"1,843",141.77,44.95,3.46,44,3.38,1.07,0.08,105,8.08,2.56,0.2
AT,Fashion Industry,AT|Fashion Industry,41.00,41.00,2.00,2.00,216.00,100%,5.27,108,2.63,18,0.08,86,0.4,194,97,4.73,2.37,5,2.5,0.12,0.06,6,3,0.15,0.07
AU,Fashion Industry,AU|Fashion Industry,41.00,41.00,73.00,50.00,2217.00,100%,54.07,44.34,1.08,539,0.24,309,0.14,"1,228",24.56,29.95,0.6,14,0.28,0.34,0.01,64,1.28,1.56,0.03
BD,Fashion Industry,BD|Fashion Industry,41.00,33.00,1.00,1.00,53.00,80%,1.61,53,1.61,2,0.04,0,0,16,16,0.48,0.48,0,0,0,0,0,0,0,0
BE,Fashion Industry,BE|Fashion Industry,41.00,31.00,3.00,1.00,36.00,76%,1.16,36,1.16,12,0.33,30,0.83,34,34,1.1,1.1,1,1,0.03,0.03,0,0,0,0
BR,Fashion Industry,BR|Fashion Industry,41.00,41.00,33.00,23.00,1014.00,100%,24.73,44.09,1.08,112,0.11,"5,021",4.95,566,24.61,13.8,0.6,59,2.57,1.44,0.06,23,1,0.56,0.02
CA,Fashion Industry,CA|Fashion Industry,41.00,41.00,22.00,20.00,23144.00,100%,564.49,"1,157.20",28.22,270,0.01,445,0.02,734,36.7,17.9,0.9,61,3.05,1.49,0.07,35,1.75,0.85,0.04
CH,Fashion Industry,CH|Fashion Industry,41.00,41.00,9.00,9.00,432.00,100%,10.54,48,1.17,116,0.27,127,0.29,432,48,10.54,1.17,9,1,0.22,0.02,21,2.33,0.51,0.06
CL,Fashion Industry,CL|Fashion Industry,41.00,36.00,1.00,1.00,75.00,88%,2.08,75,2.08,34,0.45,178,2.37,81,81,2.25,2.25,11,11,0.31,0.31,15,15,0.42,0.42
CO,Fashion Industry,CO|Fashion Industry,41.00,41.00,12.00,11.00,1058.00,100%,25.8,96.18,2.35,428,0.4,185,0.17,"1,115",101.36,27.2,2.47,41,3.73,1,0.09,87,7.91,2.12,0.19
DE,Fashion Industry,DE|Fashion Industry,41.00,41.00,29.00,24.00,1390.00,100%,33.9,57.92,1.41,155,0.11,"2,186",1.57,"1,057",44.04,25.78,1.07,223,9.29,5.44,0.23,41,1.71,1,0.04
ES,Fashion Industry,ES|Fashion Industry,41.00,41.00,73.00,67.00,3615.00,100%,88.17,53.96,1.32,"1,122",0.31,"8,122",2.25,"3,408",50.87,83.12,1.24,170,2.54,4.15,0.06,125,1.87,3.05,0.05
EU,Fashion Industry,EU|Fashion Industry,41.00,14.00,2.00,1.00,36.00,34%,2.57,36,2.57,16,0.44,37,1.03,35,35,2.5,2.5,0,0,0,0,5,5,0.36,0.36
FI,Fashion Industry,FI|Fashion Industry,41.00,40.00,1.00,0.00,103.00,98%,2.58,0,0,0,0,4,0.04,97,0,2.43,0,0,0,0,0,6,0,0.15,0
FR,Fashion Industry,FR|Fashion Industry,41.00,41.00,116.00,104.00,5658.00,100%,138,54.4,1.33,"2,523",0.45,"5,001",0.88,"6,064",58.31,147.9,1.42,514,4.94,12.54,0.12,388,3.73,9.46,0.09
GB,Fashion Industry,GB|Fashion Industry,41.00,41.00,248.00,227.00,28517.00,100%,695.54,125.63,3.06,"5,157",0.18,"34,431",1.21,"22,521",99.21,549.29,2.42,"1,114",4.91,27.17,0.12,642,2.83,15.66,0.07
GE,Fashion Industry,GE|Fashion Industry,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,Fashion Industry,GR|Fashion Industry,41.00,41.00,2.00,2.00,216.00,100%,5.27,108,2.63,7,0.03,11,0.05,154,77,3.76,1.88,33,16.5,0.8,0.4,18,9,0.44,0.22
HK,Fashion Industry,HK|Fashion Industry,41.00,41.00,5.00,5.00,332.00,100%,8.1,66.4,1.62,0,0,11,0.03,529,105.8,12.9,2.58,0,0,0,0,26,5.2,0.63,0.13
HU,Fashion Industry,HU|Fashion Industry,41.00,15.00,1.00,1.00,21.00,37%,1.4,21,1.4,2,0.1,1,0.05,5,5,0.33,0.33,0,0,0,0,0,0,0,0
ID,Fashion Industry,ID|Fashion Industry,41.00,32.00,3.00,2.00,63.00,78%,1.97,31.5,0.98,15,0.24,97,1.54,47,23.5,1.47,0.73,19,9.5,0.59,0.3,12,6,0.38,0.19
IE,Fashion Industry,IE|Fashion Industry,41.00,41.00,8.00,7.00,649.00,100%,15.83,92.71,2.26,147,0.23,326,0.5,591,84.43,14.41,2.06,25,3.57,0.61,0.09,22,3.14,0.54,0.08
IL,Fashion Industry,IL|Fashion Industry,41.00,34.00,1.00,1.00,45.00,83%,1.32,45,1.32,1,0.02,0,0,3,3,0.09,0.09,0,0,0,0,0,0,0,0
IN,Fashion Industry,IN|Fashion Industry,41.00,41.00,27.00,24.00,1172.00,100%,28.59,48.83,1.19,987,0.84,227,0.19,"1,327",55.29,32.37,1.35,22,0.92,0.54,0.02,64,2.67,1.56,0.07
IT,Fashion Industry,IT|Fashion Industry,41.00,41.00,64.00,63.00,5328.00,100%,129.95,84.57,2.06,570,0.11,"1,301",0.24,"3,923",62.27,95.68,1.52,66,1.05,1.61,0.03,160,2.54,3.9,0.06
JO,Fashion Industry,JO|Fashion Industry,41.00,2.00,1.00,1.00,4.00,5%,2,4,2,0,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0
JP,Fashion Industry,JP|Fashion Industry,41.00,41.00,366.00,337.00,64330.00,100%,"1,569.02",190.89,4.66,"7,649",0.12,"12,662",0.2,"27,948",82.93,681.66,2.02,89,0.26,2.17,0.01,891,2.64,21.73,0.06
KE,Fashion Industry,KE|Fashion Industry,41.00,11.00,1.00,1.00,12.00,27%,1.09,12,1.09,5,0.42,7,0.58,20,20,1.82,1.82,0,0,0,0,0,0,0,0
KR,Fashion Industry,KR|Fashion Industry,41.00,37.00,5.00,3.00,181.00,90%,4.89,60.33,1.63,0,0,1,0.01,131,43.67,3.54,1.18,0,0,0,0,20,6.67,0.54,0.18
KW,Fashion Industry,KW|Fashion Industry,41.00,40.00,1.00,0.00,176.00,98%,4.4,0,0,0,0,1,0.01,176,0,4.4,0,0,0,0,0,0,0,0,0
LB,Fashion Industry,LB|Fashion Industry,41.00,41.00,2.00,2.00,494.00,100%,12.05,247,6.02,0,0,"6,011",12.17,0,0,0,0,0,0,0,0,0,0,0,0
LK,Fashion Industry,LK|Fashion Industry,41.00,40.00,1.00,0.00,266.00,98%,6.65,0,0,15,0.06,5,0.02,381,0,9.53,0,1,0,0.03,0,12,0,0.3,0
LU,Fashion Industry,LU|Fashion Industry,41.00,24.00,1.00,1.00,34.00,59%,1.42,34,1.42,6,0.18,7,0.21,33,33,1.38,1.38,0,0,0,0,0,0,0,0
MT,Fashion Industry,MT|Fashion Industry,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MV,Fashion Industry,MV|Fashion Industry,41.00,40.00,1.00,1.00,115.00,98%,2.88,115,2.88,6,0.05,1,0.01,13,13,0.33,0.33,0,0,0,0,0,0,0,0
MX,Fashion Industry,MX|Fashion Industry,41.00,41.00,14.00,12.00,1156.00,100%,28.2,96.33,2.35,237,0.21,794,0.69,"1,361",113.42,33.2,2.77,64,5.33,1.56,0.13,73,6.08,1.78,0.15
MY,Fashion Industry,MY|Fashion Industry,41.00,41.00,4.00,4.00,250.00,100%,6.1,62.5,1.52,18,0.07,24,0.1,97,24.25,2.37,0.59,28,7,0.68,0.17,14,3.5,0.34,0.09
NG,Fashion Industry,NG|Fashion Industry,41.00,38.00,1.00,1.00,67.00,93%,1.76,67,1.76,55,0.82,0,0,120,120,3.16,3.16,0,0,0,0,0,0,0,0
NL,Fashion Industry,NL|Fashion Industry,41.00,41.00,22.00,15.00,589.00,100%,14.37,39.27,0.96,247,0.42,434,0.74,554,36.93,13.51,0.9,15,1,0.37,0.02,12,0.8,0.29,0.02
NU,Fashion Industry,NU|Fashion Industry,41.00,38.00,1.00,1.00,99.00,93%,2.61,99,2.61,0,0,0,0,98,98,2.58,2.58,0,0,0,0,0,0,0,0
NZ,Fashion Industry,NZ|Fashion Industry,41.00,30.00,5.00,4.00,62.00,73%,2.07,15.5,0.52,27,0.44,13,0.21,27,6.75,0.9,0.23,0,0,0,0,2,0.5,0.07,0.02
PE,Fashion Industry,PE|Fashion Industry,41.00,41.00,3.00,3.00,152.00,100%,3.71,50.67,1.24,41,0.27,85,0.56,148,49.33,3.61,1.2,9,3,0.22,0.07,18,6,0.44,0.15
PH,Fashion Industry,PH|Fashion Industry,41.00,41.00,12.00,11.00,818.00,100%,19.95,74.36,1.81,244,0.3,183,0.22,656,59.64,16,1.45,16,1.45,0.39,0.04,27,2.45,0.66,0.06
PL,Fashion Industry,PL|Fashion Industry,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT,Fashion Industry,PT|Fashion Industry,41.00,38.00,1.00,1.00,110.00,93%,2.89,110,2.89,0,0,0,0,124,124,3.26,3.26,0,0,0,0,0,0,0,0
PY,Fashion Industry,PY|Fashion Industry,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,Fashion Industry,RU|Fashion Industry,41.00,40.00,6.00,6.00,234.00,98%,5.85,39,0.98,3,0.01,25,0.11,125,20.83,3.13,0.52,28,4.67,0.7,0.12,12,2,0.3,0.05
SA,Fashion Industry,SA|Fashion Industry,41.00,41.00,4.00,3.00,277.00,100%,6.76,92.33,2.25,114,0.41,"2,006",7.24,304,101.33,7.41,2.47,0,0,0,0,0,0,0,0
